conditionId,name,description,severity,treatment
1053,Hypopituitarism,Panhypopituitarism,,
1054,Dysuria,Dysuria,,
1055,Metatarsal bone - plantar flexed,Other acquired deformities of ankle and foot,,
1056,Head & neck cancer,"Malignant neoplasm of connective and other soft tissue of head, face, and neck",,
1057,Nasopharyngeal carcinoma,,,
1058,Coin lesion,Nonspecific abnormal findings on radiological and other examination of lung field,,
1059,Endometritis,Unspecified inflammatory disease of uterus,,
1060,Presbyopia,Presbyopia,,
1061,Pancreatectomy,,,
1062,Flat feet,Flat foot,,
1063,Hepatitis,"Hepatitis, unspecified",,
1064,Liver surgery,,,
1065,Hemorrhoidectomy,,,
1066,Orbital cellulitis,Orbital cellulitis,,
1067,Urinary ileostomy,Urinary diversion to intestine,,
1068,Perirectal abscess,Abscess of anal and rectal regions,,
1069,Valvulitis - rheumatic,"Rheumatic diseases of endocardium, valve unspecified",,
1070,Warthin's tumor,Benign neoplasm of major salivary glands,,
1071,Hyperlipoproteinemia - type I,,,
1072,Chondroblastoma - malignant,"Malignant neoplasm of bone and articular cartilage, site unspecified",,
1073,Chondroblastoma,"Benign neoplasm of bone and articular cartilage, site unspecified",,
1074,Pulmonary emphysema - interstitial,Interstitial emphysema,,
1075,Billroth II gastrectomy,,,
1076,Headache - tension,Tension headache,,
1077,Hernia - umbilical,Umbilical hernia without mention of obstruction or gangrene,,
1078,Decubitus ulcer,"Decubitus ulcer, unspecified site",,
1079,Ichthyosis,Ichthyosis congenita,,
1080,Achilles tendon rupture,,,
1081,Patellar tendon rupture,"Other tear of cartilage or meniscus of knee, current",,
1082,Lumbosacral spondylosis,Lumbosacral spondylosis without myelopathy,,
1083,Large-plaque parapsoriasis,Parapsoriasis,,
1084,Renal colic,Renal colic,,
1085,Hip pain,Pain in joint involving pelvic region and thigh,,
1086,Pancreatic duct - dilated,Other specified diseases of pancreas,,
1087,Cystinuria,Disturbances of amino-acid transport,,
1088,Gallbladder perforation,Perforation of gallbladder,,
1089,Glioblastoma multiforme,"Malignant neoplasm of brain, unspecified",,
1090,Malabsorption,Unspecified intestinal malabsorption,,
1091,Myotonia,Spasm of muscle,,
1092,Skin ulcer,Chronic ulcer of unspecified site,,
1093,Ovaries - cystic,Other and unspecified ovarian cyst,,
1094,Tuberculosis - miliary,"Unspecified miliary tuberculosis, unspecified examination",,
1095,Solar elastosis,Other chronic dermatitis due to solar radiation,,
1096,Pilar cyst,Sebaceous cyst,,
1097,Stomatitis,"Stomatitis and mucositis, unspecified",,
1098,Laryngeal ulcer,"Other diseases of larynx, not elsewhere classified",,
1099,Hypomagnesemia,Disorders of magnesium metabolism,,
1100,Nevus,"Benign neoplasm of skin, site unspecified",,
1101,Neuroblastoma,Malignant neoplasm of adrenal gland,,
1102,Tooth luxation,Other specified disorders of the teeth and supporting structures,,
1103,Infertility - female,"Infertility, female, of unspecified origin",,
1104,Joint injection,,,
1105,Retroperitoneal abscess,Peritonitis (acute) generalized,,
1106,Choroid plexus papilloma,,,
1107,Liver disease - alcoholic,"Alcoholic liver damage, unspecified",,
1108,Costochondritis,Other disorders of bone and cartilage,,
1109,Asymmetric septal hypertrophy,"Cardiovascular disease, unspecified",,
1110,Nausea,Nausea alone,,
1111,Choriocarcinoma,Malignant neoplasm of placenta,,
1112,Varicocele,Scrotal varices,,
1113,Hypochloremia,Electrolyte and fluid disorders not elsewhere classified,,
1114,Mastoiditis,Unspecified mastoiditis,,
1115,Rectovaginal fistula,,,
1116,Perleche,Other specified local infections of skin and subcutaneous tissue,,
1117,Lupus profundus,Lupus erythematosus,,
1118,Anovulation,"Infertility, female, associated with anovulation",,
1119,Whiplash injury,,,
1120,Renal transplant rejection,,,
1121,Diabetic ketoacidosis,"type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with ketoacidosis",,
1122,Endocarditis - subacute bacterial,Acute and subacute bacterial endocarditis,,
1123,Aspergillus species,Aspergillosis,,
1124,Listeriosis,Listeriosis,,
1125,Pertussis,"Whooping cough, unspecified organism",,
1126,Embolism - peripheral,Arterial embolism and thrombosis of lower extremity,,
1127,Angioedema,"Angioneurotic edema, not elsewhere classified",,
1128,Follicular adenocarcinoma,Malignant neoplasm of thyroid gland,,
1129,Cardiac myxoma,Other benign neoplasm of connective and other soft tissue of thorax,,
1130,Restless legs,Other extrapyramidal diseases and abnormal movement disorders,,
1131,Ingrown nail,Ingrowing nail,,
1132,Graves disease,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,,
1133,Adenoma - nephrogenic,,,
1134,Infantile spasms,"Infantile spasms, without mention of intractable epilepsy",,
1135,Cerebrovascular disease,Unspecified cerebrovascular disease,,
1136,Pediculosis capitis,Pediculus capitis [head louse],,
1137,Atrial tachycardia - paroxysmal with av block,,,
1138,Fibroma - non-ossifying,,,
1139,Ulnar nerve injury,Injury to ulnar nerve,,
1140,Eye discharge,,,
1141,Steatocystoma multiplex,Sebaceous cyst,,
1142,Winter itch,Other specified pruritic conditions,,
1143,Tenesmus,Other symptoms involving digestive system,,
1144,Alopecia mucinosa,Other alopecia,,
1145,Seminoma,Malignant neoplasm of other and unspecified testis,,
1146,Vaginosis - bacterial,"Unspecified inflammatory disease of cervix, vagina, and vulva",,
1147,Borderline personality disorder,Borderline personality disorder,,
1148,Schizotypal personality,Schizotypal personality disorder,,
1149,Hydrocephalus - low pressure,,,
1150,Nasal septum - deviated,Deviated nasal septum,,
1151,Perioral dermatitis,Rosacea,,
1152,Breast cancer,Malignant neoplasm of central portion of female breast,,
1153,Nodular sclerosis,,,
1154,Keratoconjunctivitis,"Keratoconjunctivitis, unspecified",,
1155,Hyperplasia - nodular,,,
1156,Pterygium,"Pterygium, unspecified",,
1157,Paracentesis,,,
1158,Mental state - altered,Unspecified transient mental disorder in conditions classified elsewhere,,
1159,Retinopathy - proliferative,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with ophthalmic manifestations",,
1160,Percutaneous transluminal coronary angioplasty (PTCA),,,
1161,Acinic cell adenocarcinoma,Other malignant neoplasm of unspecified site,,
1162,Mumps,Mumps without mention of complication,,
1163,Diabetes - gestational,,,
1164,Senile purpura,Other nonthrombocytopenic purpuras,,
1165,Odontogenic tumor,Neoplasm of uncertain behavior of bone and articular cartilage,,
1166,Subungal hematoma,Unspecified disease of nail,,
1167,Cauda equina tumor,,,
1168,Meconium ileus,Meconium obstruction in fetus or newborn,,
1169,Lymphoid hyperplasia,Enlargement of lymph nodes,,
1170,Ventricular aneurysm,Aneurysm of other specified site,,
1171,Maculopapular rash,Rash and other nonspecific skin eruption,,
1172,Laminectomy,,,
1173,Pulmonary mass,"Swelling, mass, or lump in chest",,
1174,Upper gastrointestinal bleeding,"Hemorrhage of gastrointestinal tract, unspecified",,
1175,Glaucoma - primary angle closure,"Primary angle-closure glaucoma, unspecified",,
1176,Keratosis - arsenical,Contact dermatitis and other eczema due to other chemical products,,
1177,Keratosis - actinic,Actinic keratosis,,
1178,Benign prostatic hypertrophy,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS),,
1179,Myasthenia gravis,Myasthenia gravis without (acute) exacerbation,,
1180,Vaginal discharge,"Leukorrhea, not specified as infective",,
1181,Amphetamine abuse,"Amphetamine or related acting sympathomimetic abuse, unspecified use",,
1182,Anemia - microcytic,"Iron deficiency anemia, unspecified",,
1183,Peptic ulcer,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",,
1184,Animal bite,"Open wound(s) (multiple) of unspecified site(s), without mention of complication",,
1185,Urethritis - nongonococcal,,,
1186,Tricuspid insufficiency,Diseases of tricuspid valve,,
1187,Tricuspid stenosis,Diseases of tricuspid valve,,
1188,Bipolar disorder,"Bipolar disorder, unspecified",,
1189,Glaucoma - pigmentary,Pigmentary glaucoma,,
1190,Heart transplant,,,
1191,Echinococcosis,"Echinococcosis, other and unspecified",,
1192,Colorectal cancer,Personal history of malignant neoplasm of large intestine,,
1193,Abetalipoporteinemia,Lipoprotein deficiencies,,
1194,Heavy metal toxicity,,,
1195,Muscle weakness,"Unspecified disorder of muscle, ligament, and fascia",,
1196,Intracerebral bleeding,Intracerebral hemorrhage,,
1197,Thyroid cancer,Malignant neoplasm of thyroid gland,,
1198,SjÃƒÂ¶gren's syndrome,Sicca syndrome,,
1199,Human bite - assault,Assault by human bite,,
1200,Hyperprolactinemia,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),,
1201,Thymectomy,,,
1202,Esophageal surgery,,,
1203,Cystadenocarcinoma,Other malignant neoplasm of unspecified site,,
1204,Anterior chamber reformation,Other operations on anterior chamber,,
1205,Hoarse,Other voice disturbance,,
1206,Sickle cell anemia,"Sickle-cell disease, unspecified",,
1207,Seizure disorder,Other convulsions,,
1208,Hepatic fibrosis,Cirrhosis of liver without mention of alcohol,,
1209,Esophageal ulcer,Ulcer of esophagus without bleeding,,
1210,Sinus mucosa thickened,Unspecified sinusitis (chronic),,
1211,Hip arthroplasty - total,,,
1212,Necrobiosis lipoidica,"Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with other specified manifestations",,
1213,Methemoglobinemia,Methemoglobinemia,,
1214,Furuncle,Carbuncle and furuncle of unspecified site,,
1215,Arteriovenous fistula surgery,,,
1216,Hyperthyroidism,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm",,
1217,Conjunctivitis - acute,"Acute conjunctivitis, unspecified",,
1218,Valvular heart disease,"Endocarditis, valve unspecified, unspecified cause",,
1219,Enucleation,Avulsion of eye,,
1220,Ureter dilated,Other specified disorders of kidney and ureter,,
1221,Avascular necrosis,"Aseptic necrosis of bone, site unspecified",,
1222,Hepatitis - alcohol,Acute alcoholic hepatitis,,
1223,Tremor,Abnormal involuntary movements,,
1224,Tendonitis,Enthesopathy of specified site,,
1225,Polymorphous light eruption,Acute dermatitis due to solar radiation,,
1226,Histoplasmosis,"Histoplasmosis, unspecified without mention of manifestation",,
1227,Cocaine abuse - episodic,"Cocaine abuse, episodic use",,
1228,Adrenal cortical adenocarcinoma,Malignant neoplasm of adrenal gland,,
1229,Pneumatocele,"Other diseases of lung, not elsewhere classified",,
1230,Meckels diverticulum,Meckel's diverticulum,,
1231,Hypophosphatemia,Disorders of phosphorus metabolism,,
1232,Muscle spasm,Spasm of muscle,,
1233,Astrocytoma,"Malignant neoplasm of brain, unspecified",,
1234,Thyroid abnormality other,Unspecified disorder of thyroid,,
1235,Intraductal papilloma,Benign neoplasm of unspecified site,,
1236,Pneumonia - aspiration,Pneumonitis due to inhalation of food or vomitus,,
1237,Syncope,Syncope and collapse,,
1238,Headache,Headache,,
1239,Lumboperitoneal shunt,,,
1240,Viral infection,Unspecified viral infection in conditions classified elsewhere and of unspecified site,,
1241,Hemothorax,"Other specified forms of pleural effusion, except tuberculous",,
1242,Toxoplasmosis,"Toxoplasmosis, unspecified",,
1243,Steatorrhea,Other specified intestinal malabsorption,,
1244,Turbinectomy,,,
1245,Infant of diabetic mother,,,
1246,Cerebellar hemorrhage,,,
1247,Pneumonia - nosocomial,"Pneumonia, organism unspecified",,
1248,Conjunctivitis - chronic,"Chronic conjunctivitis, unspecified",,
1249,Mallet finger,Mallet finger,,
1250,Sexual assault,Observation following alleged rape or seduction,,
1251,Biliary fistula,Fistula of bile duct,,
1252,Urethral caruncle,,,
1253,Nevus - sebaceus,Other specified dermatoses,,
1254,Above knee amputation,"Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, without mention of complication",,
1255,Exotropia,"Exotropia, unspecified",,
1256,Hypoxia,Hypoxemia,,
1257,Osteoblastoma,"Benign neoplasm of bone and articular cartilage, site unspecified",,
1258,Polyradiculoneuropathy,Acute infective polyneuritis,,
1259,Bladder cancer,"Malignant neoplasm of bladder, part unspecified",,
1260,Prostate cancer,Malignant neoplasm of prostate,,
1261,Glycosuria,Glycosuria,,
1262,Cerebrospinal fluid protein - high,Nonspecific abnormal findings in cerebrospinal fluid,,
1263,Tracheostomy,Tracheostomy status,,
1264,Prolymphocytic leukemia,Unspecified lymphoid leukemia without mention of remission,,
1265,Ependymoma,"Malignant neoplasm of brain, unspecified",,
1266,Asthma,"Asthma, unspecified type, without mention of status asthmaticus",,
1267,Tinea cruris,Dermatophytosis of groin and perianal area,,
1268,Conjunctiva - red,,,
1269,Dermatosis - pigmented purpuric,Unspecified disorder of skin and subcutaneous tissue,,
1270,Tonsillectomy,Tonsillectomy without adenoidectomy,,
1271,Prostatectomy,Other prostatectomy,,
1272,Thrombocytosis,Unspecified diseases of blood and blood-forming organs,,
1273,Pulmonary fibrosis - interstitial,Idiopathic fibrosing alveolitis,,
1274,Gastric cancer,"Malignant neoplasm of stomach, unspecified",,
1275,Nephritis - sodium losing,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney",,
1276,Common duct stone,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction",,
1277,Dribbling of urine,,,
1278,Osteomyelitis - chronic,,,
1279,Burkitt's tumor,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites",,
1280,Gastroparesis,Gastroparesis,,
1281,Panic attack,Panic disorder without agoraphobia,,
1282,Lymphocytoma cutis,Benign neoplasm of unspecified site,,
1283,Alkalosis - metabolic,Alkalosis,,
1284,Livedo reticularis,Pallor,,
1285,Interstitial nephritis,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney",,
1286,Foot amputation,"Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication",,
1287,Fever,Fever,,
1288,Endocarditis - bacterial,"Endocarditis, valve unspecified, unspecified cause",,
1289,Pelvic fracture,Unspecified closed fracture of pelvis,,
1290,Bone graft,,,
1291,Headache - cluster,"Variants of migraine, without mention of intractable migraine",,
1292,Pemphigoid gestationis,"Other specified complications of pregnancy, unspecified as to episode of care",,
1293,Three vessel coronary artery disease,"Coronary atherosclerosis of unspecified type of vessel, native or graft",,
1294,Pulmonary valve disorder,Pulmonary valve disorders,,
1295,Glomerulonephritis - chronic membranous,Chronic glomerulonephritis with lesion of membranous glomerulonephritis,,
1296,Thoracic outlet obstruction,Brachial plexus lesions,,
1297,Suicidal ideation,Unspecified nonpsychotic mental disorder,,
1298,Neuropathy,Mononeuritis of unspecified site,,
1299,Sepsis,Unspecified septicemia,,
1300,Acute respiratory distress syndrome,"Other pulmonary insufficiency, not elsewhere classified",,
1301,Polyp - hyperplastic,,,
1302,Gastroesophageal tear,Gastroesophageal laceration-hemorrhage syndrome,,
1303,Constipation,,,
1304,Aphakia,Aphakia,,
1305,Ankle fracture,"Unspecified fracture of ankle, closed",,
1306,Mastitis,Inflammatory disease of breast,,
1307,Pain - neuropathic,"Neuralgia, neuritis, and radiculitis, unspecified",,
1308,Roux-en-Y gastric bypass - open,,,
1309,Prosthetic cardiac valve,Replacement of unspecified heart valve,,
1310,Bile reflux,Vomiting alone,,
1311,Erysipelas,Erysipelas,,
1312,Velopharyngeal incompetence,Other and unspecified diseases of the oral soft tissues,,
1313,C1 ring fracture,,,
1314,Superficial vein thrombosis,,,
1315,Adenoma - sebaceous,"Benign neoplasm of skin, site unspecified",,
1316,Aortic root dilated,Aortic aneurysm of unspecified site without mention of rupture,,
1317,Ovarian cyst torsion,Other and unspecified ovarian cyst,,
1318,Hepatic encephalopathy,Hepatic coma,,
1319,Ehlers-Danlos syndrome,Ehlers-Danlos syndrome,,
1320,Asphyxia,Asphyxia,,
1321,Tarsal fracture,"Fracture of astragalus, open",,
1322,Calcaneus fracture,"Fracture of calcaneus, closed",,
1323,Ureter stenosis,Stricture or kinking of ureter,,
1324,Splenorenal shunt,,,
1325,Sheehan's syndrome,Panhypopituitarism,,
1326,Cerebellar degeneration,"Cerebral degeneration, unspecified",,
1327,Vertebral fusion,,,
1328,Nail dystrophy - congenital,Specified congenital anomalies of nails,,
1329,Psychosomatic disease,Unspecified psychophysiological malfunction,,
1330,Parathyroid adenoma,Benign neoplasm of parathyroid gland,,
1331,Cholesteatoma,"Cholesteatoma, unspecified",,
1332,Hepatitis B,"Viral hepatitis B without mention of hepatic coma, chronic, without mention of hepatitis delta",,
1333,Renal cancer,"Malignant neoplasm of kidney, except pelvis",,
1334,Uterine rupture,,,
1335,Respiratory acidosis,Acidosis,,
1336,Fasciitis - nodular,"Other fibromatoses of muscle, ligament, and fascia",,
1337,Nephrolithotomy,,,
1338,Malaria,"Malaria, unspecified",,
1339,Bunion,Hallux valgus (acquired),,
1340,Milk-Alkali syndrome,"Other and unspecified complications of medical care, not elsewhere classified",,
1341,Non-Q-wave infarct,"Acute myocardial infarction, subendocardial infarction, episode of care unspecified",,
1342,Osteomyelitis,"Unspecified osteomyelitis, site unspecified",,
1343,Calcinosis cutis,Degenerative skin disorders,,
1344,Lichenoid drug eruption,Dermatitis due to drugs and medicines taken internally,,
1345,Chorea,Other choreas,,
1346,Platybasia,Congenital anomalies of skull and face bones,,
1347,Granuloma - stitch,Other specified complications of procedures,,
1348,Encephalomalacia,"Cerebral artery occlusion, unspecified, without mention of cerebral infarction",,
1349,Id reaction,Dermatitis due to other radiation,,
1350,Paroxysmal nocturnal hemoglobinuria,Hemoglobinuria due to hemolysis from external causes,,
1351,Diabetes mellitus - insulin dependent,"type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, without mention of complication",,
1352,Cryoglobulinemia,Other paraproteinemias,,
1353,Paraganglioma - malignant,Malignant neoplasm of aortic body and other paraganglia,,
1354,Intraductal papillomatosis,Diffuse cystic mastopathy,,
1355,Adenoma,Benign neoplasm of unspecified site,,
1356,Arthralgia,"Pain in joint, site unspecified",,
1357,Leprosy,"Leprosy, unspecified",,
1358,Lymphoma,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",,
1359,Vascular surgery,,,
1360,Toxic shock syndrome,Toxic shock syndrome,,
1361,Lymphocytic leukemia - acute,Acute lymphoid leukemia without mention of remission,,
1362,Hyphema -traumatic,Contusion of eyeball,,
1363,Retinal central artery occlusion,Central retinal artery occlusion,,
1364,Hepatitis C exposure,Contact with or exposure to unspecified communicable disease,,
1365,Pseudoepitheliomatous hyperplasia,Unspecified hypertrophic and atrophic conditions of skin,,
1366,Cholecystectomy - laparoscopic,,,
1367,Chronic granulomatous disease,Functional disorders of polymorphonuclear neutrophils,,
1368,Breast surgery,,,
1369,Sexual dysfunction,,,
1370,Menstrual cycle - irregular,Unspecified disorders of menstruation and other abnormal bleeding from female genital tract,,
1371,Ventricular septal defect,Ventricular septal defect,,
1372,Ovaries - polycystic,Polycystic ovaries,,
1373,Breast abscess,Inflammatory disease of breast,,
1374,Pseudobulbar palsy,Pseudobulbar palsy,,
1375,Hematuria,Hematuria,,
1376,Cataract - senile,"Senile cataract, unspecified",,
1377,Gangrenous gallbladder,Acute cholecystitis,,
1378,Concussion,"Concussion, unspecified",,
1379,Peyronie's disease,Balanitis xerotica obliterans,,
1380,Chest discomfort,Other chest pain,,
1381,Malnutrition,Unspecified protein-calorie malnutrition,,
1382,Glaucoma,Unspecified glaucoma,,
1383,Esophageal reflux,Esophageal reflux,,
1384,Leukoplakia,Other specified dermatoses,,
1385,Neck stiffness,,,
1386,Adenocarcinoma,Other malignant neoplasm of unspecified site,,
1387,Portocaval shunt,,,
1388,Urticaria,Unspecified urticaria,,
1389,Polycystic kidney,"Polycystic kidney, unspecified type",,
1390,Adenofibroma,,,
1391,Trichotillomania,Other disorders of impulse control,,
1392,Soft tissue neoplasm - uncertain behavior,Neoplasm of uncertain behavior of connective and other soft tissue,,
1393,Prurigo nodularis,Lichenification and lichen simplex chronicus,,
1394,Retinopathy - prematurity,Retrolental fibroplasia,,
1395,Sickle cell crisis,,,
1396,Arrhythmia,"Cardiac dysrhythmia, unspecified",,
1397,Seizure - febrile,"Febrile convulsions (simple), unspecified",,
1398,Myeloproliferative disorder,Essential thrombocythemia,,
1399,Measles,Measles without mention of complication,,
1400,Systemic lupus erythematosus,Systemic lupus erythematosus,,
1401,Laparoscopy,,,
1402,Neurofibroma,"Other benign neoplasm of connective and other soft tissue, site unspecified",,
1403,Meningioma,Benign neoplasm of cerebral meninges,,
1404,Nephrosclerosis - arteriolar,"Hypertensive renal disease, unspecified, without mention of renal failure",,
1405,Morton's neuroma,Lesion of plantar nerve,,
1406,Glomerulonephritis - rapidly progressive,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of rapidly progressive glomerulonephritis",,
1407,Keratosis - seborrheic inflamed,Inflamed seborrheic keratosis,,
1408,Urticaria - chronic,Other specified urticaria,,
1409,Venous stasis ulcer,Varicose veins of lower extremities with ulcer,,
1410,Hypogonadism - male,Other testicular hypofunction,,
1411,Encephalocele,Encephalocele,,
1412,Nose stuffy,Nasal mucositis (ulcerative),,
1413,Gastric diverticuli,Gastric diverticulum,,
1414,Duodenal diverticulum,Diverticulitis of small intestine (without mention of hemorrhage),,
1415,Hypogammaglobulinemia,"Hypogammaglobulinemia, unspecified",,
1416,Bowel habits - altered,,,
1417,Scar - hyperplastic,Keloid scar,,
1418,Anemia - from chronic disease,Anemia of other chronic disease,,
1419,Pressure equalizing (PE) tubes,,,
1420,Pancreatic cholera syndrome,Other specified diseases of pancreas,,
1421,Skin tag,Unspecified hypertrophic and atrophic conditions of skin,,
1422,Urticaria pigmentosa,Congenital pigmentary anomalies of skin,,
1423,Petechiae,Spontaneous ecchymoses,,
1424,Gastric perforation,,,
1425,Duodenal perforation,Perforation of intestine,,
1426,Fetal distress,"Fetal distress, affecting management of mother, unspecified as to episode of care",,
1427,Gastrostomy,Gastrostomy status,,
1428,Ureteritis - cystic,Pyeloureteritis cystica,,
1429,Sciatica,Sciatia,,
1430,Gastric ulcer,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",,
1431,Hearing loss,Unspecified hearing loss,,
1432,Buccal cavity disease,Other and unspecified diseases of the oral soft tissues,,
1433,Thalassemia,Other thalassemia,,
1434,Parasitic infection,Unspecified infectious and parasitic diseases,,
1435,Bipolar disorder - manic phase,"Bipolar affective disorder, manic, unspecified degree",,
1436,Anemia - megaloblastic,Unspecified deficiency anemia,,
1437,Chronic fatigue syndrome,Chronic fatigue syndrome,,
1438,Mastectomy,,,
1439,Hydrocephalus,Obstructive hydrocephalus,,
1440,Gastric repair,,,
1441,Toxic epidermal necrolysis,Erythema multiforme,,
1442,Dressler's syndrome,Postmyocardial infarction syndrome,,
1443,Raynaud's phenomenon,Raynaud's syndrome,,
1444,Perinephric abscess,Renal and perinephric abscess,,
1445,Queyrat's erythroplasia,Carcinoma in situ of penis,,
1446,Pericardial tamponade,Unspecified disease of pericardium,,
1447,Esophageal atresia,,,
1448,Optic nerve injury,,,
1449,Pelvic inflammatory disease,Unspecified inflammatory disease of female pelvic organs and tissues,,
1450,Hepatic mass,Unspecified disorder of liver,,
1451,Scoliosis,"Scoliosis [and kyphoscoliosis], idiopathic",,
1452,Pulmonary hypertrophic osteoarthropathy,,,
1453,Overweight,"Obesity, unspecified",,
1454,Wrist pain,Pain in joint involving forearm,,
1455,Toe sprain,Unspecified site of foot sprain,,
1456,Bronchitis - chronic,Unspecified chronic bronchitis,,
1457,Near Drowning-Fresh Water,,,
1458,Neurilemmoma,"Other benign neoplasm of connective and other soft tissue, site unspecified",,
1459,Uterine prolapse,"Uterovaginal prolapse, unspecified",,
1460,Fibromuscular hyperplasia,Other specified disorders of arteries and arterioles,,
1461,Transurethral resection of prostate (TURP),,,
1462,Liver cirrhosis,Cirrhosis of liver without mention of alcohol,,
1463,Hepatitis - neonatal,Perinatal jaundice due to hepatocellular damage,,
1464,Periodontitis - chronic,"Chronic periodontitis, unspecified",,
1465,Liver function tests - abnormal,Nonspecific abnormal results of function study of liver,,
1466,Autosomal dominant polycystic kidney disease,"Polycystic kidney, autosomal dominant",,
1467,Myringotomy,,,
1468,Hyperkeratosis,"Keratoderma, acquired",,
1469,Vaginitis,"Vaginitis and vulvovaginitis, unspecified",,
1470,Bipolar disorder - depressed phase,"Bipolar affective disorder, depressed, unspecified degree",,
1471,Carcinoid tumor - malignant,Other malignant neoplasm of unspecified site,,
1472,Pulmonary embolism,Other pulmonary embolism and infarction,,
1473,Neurofibromatosis,"Neurofibromatosis, unspecified",,
1474,Colon diverticulitis,Diverticulitis of colon without mention of hemorrhage,,
1475,Trichinosis,Trichinosis,,
1476,Anetoderma,Striae atrophicae,,
1477,Mesonephroma - malignant,Other malignant neoplasm of unspecified site,,
1478,Bone tumor - benign,"Benign neoplasm of bone and articular cartilage, site unspecified",,
1479,Hepatitis C,Chronic hepatitis C without mention of hepatic coma,,
1480,Connective tissue disease,Unspecified diffuse connective tissue disease,,
1481,Rhabdomyosarcoma - pleomorphic,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1482,Malignant cystosarcoma phyllodes,"Malignant neoplasm of breast (female), unspecified",,
1483,Torsades de pointes,Paroxysmal ventricular tachycardia,,
1484,Melanoma in-situ,"Carcinoma in situ of skin, site unspecified",,
1485,Bowel revision,,,
1486,Tuberculosis - inactive,Personal history of tuberculosis,,
1487,Disaccharidase deficiency,Intestinal disaccharidase deficiencies and disaccharide malabsorption,,
1488,Lues,"Syphilis, unspecified",,
1489,Kyphosis,Kyphosis (acquired) (postural),,
1490,Gonorrhea,Gonococcal infection (acute) of lower genitourinary tract,,
1491,Sunburn,Sunburn,,
1492,Cheyne-Stokes respiration,Cheyne-Stokes respiration,,
1493,Graft versus host reaction,Complications of bone marrow transplant,,
1494,Joint prosthesis,,,
1495,Parakeratosis,Other erythematosquamous dermatosis,,
1496,Polyphagia,Polyphagia,,
1497,Tympanic membrane perforation,"Perforation of tympanic membrane, unspecified",,
1498,Hodgkin's lymphoma,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",,
1499,Cervicitis,Gonococcal cervicitis (acute),,
1500,Duodenal repair,,,
1501,Hyperproteinemia,Other disorders of plasma protein metabolism,,
1502,Femur fracture,"Fracture of unspecified part of femur, closed",,
1503,Heartburn,,,
1504,Hematemesis,Hematemesis,,
1505,Cellulitis,Cellulitis and abscess of unspecified sites,,
1506,Submandibular space abscess,Cellulitis and abscess of face,,
1507,Cheilitis - chronic,Diseases of lips,,
1508,Night sweats,Generalized hyperhidrosis,,
1509,Tenderness - rebound,,,
1510,Hemodialysis,,,
1511,Meconium aspiration syndrome,,,
1512,Melena,Blood in stool,,
1513,Pancreatic insufficiency,Other specified diseases of pancreas,,
1514,Antrum deformed,,,
1515,Otorrhagia,Other otorrhea,,
1516,Morbid obesity,Morbid obesity,,
1517,Nipple discharge,Other signs and symptoms in breast,,
1518,Rieger syndrome,"Specified congenital anomalies of anterior chamber, chamber angle, and related structures",,
1519,Myelodysplastic syndrome,,,
1520,Upper extremity  amputation,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication",,
1521,Prostate calculus,Calculus of prostate,,
1522,Fructose intolerance,,,
1523,Ectodermal dysplasia,Congenital ectodermal dysplasia,,
1524,Pitted keratolysis,Cutaneous actinomycotic infection,,
1525,Roux-en-Y gastric bypass - laparoscopic,,,
1526,Dermatofibroma,"Neoplasm of unspecified nature of bone, soft tissue, and skin",,
1527,Tubular necrosis - acute,Acute renal failure with lesion of tubular necrosis,,
1528,Osteitis fibrosa,,,
1529,Liposarcoma,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1530,Rhabdomyosarcoma - alveolar,"Malignant neoplasm of connective and other soft tissue, site unspecified",,
1531,Purpura,Other nonthrombocytopenic purpuras,,
1532,Rectal polyp,Anal and rectal polyp,,
